Wok 4 Hunger,Punjabi Bagh,+91 8766299673,600,"22,CSC Market, Club Road, Punjabi Bagh Extension, New Delhi",West Delhi,"Takeaway, Delivery","wok 4 hunger new delhi menu, wok 4 hunger new delhi, wok 4 hunger menu, wok 4 hunger restaurant, wok 4 hunger punjabi bagh menu",6,Claim this listing,Not Available,"Home Delivery, Seating Not Available" 
Al Qureshi Hot Zaika,Safdarjung,+91 9654999706,500,3.4/5,"11 & 12, CSC DDA Market, Arjun Nagar, Safdarjung, New Delhi",South Delhi,Quick Bites,"al qureshi, quraishihot, al qureshi restaurant, zomato, al-qureshi new delhi delhi",0,Claimed listing ,"Afghan Chicken, Butter Chicken, Chicken Korma, Rara Meat Special","Home Delivery, No Alcohol Available, Free Parking"
New Punjabi Dhaba,Rohini,+91 8376820482,300,3.2/5,"B 5/396, Sector 11, Rohini, New Delhi",North Delhi,Dhaba,"new punjabi dhaba sector 11 rohini, new order sectors punjabi song, new punjabi dhaba rohini sector 11, new punjabi dhaba sector 11 b5, punjabi dhaba rohini",0,Claim this listing,Not Available,"Home Delivery, Wheelchair Accessible, No Alcohol Available"
Krazi Bakers,"Sector 29, Gurgaon",+91 9587364383,500,3.0/5,"339, Sector 28, Near Sector 29, Gurgaon",Gurgaon (Gurugram),Bakery,"krazi bakers menu, krazi bakers gurgaon menu, krazi bakers gurgaon, krazi bakers restaurant, krazi bakers sector 29, gurgaon menu",14,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available, Desserts and Bakes"
Farmer's Kitchen,"MG Road, Gurgaon",+91 9160670777,650,3.9/5,"Shop 210 , 2nd Floor , DLF City Court, DLF Phase-3, Gurgaon, MG Road, Gurgaon",Gurgaon (Gurugram),Casual Dining,"farmers kitchen gurugram haryana, farmers kitchen menu, farmer kitchen, farmers kitchen gurgaon, farmer#39;s kitchen gurugram haryana 122002",0,Claim this listing,"Falafel, Paneer Lababdar, Chicken Biryani, Mutton Roganjosh, Roti, Vegetable Biryani, Jujeh Kabab","Home Delivery, No Alcohol Available, Private Dining Area Available, Outdoor Seating, Smoking Area, Table booking recommended"
Captain Grub,DLF Phase 1,+91 7042218686,1000,3.8/5,"DLF Phase 1, Gurgaon",Gurgaon (Gurugram),Delivery,"captain grubs, captain grub dlf phase 1 menu, captain grub, captain grub menu, 1",0,Claimed listing ,"Burgers, Pasta, Fries, Chocolate Tart, Salad, Peri Peri Lamb Burger, Fish","Delivery Only, Seating Not Available, No Alcohol Available"
Lazeez Food,DLF Phase 4,0124 4053824,800,3.5/5,"SF-124, 1st Floor, DLF Galleria",Gurgaon (Gurugram),Quick Bites,"lazeez gurgaon, lazeez food, 1, lazeez food galleria, lazeez galleria",0,Claimed listing ,"Rolls, Roti, Biryani, Shawarma, Mutton Seekh Kebab, Malai Tikka, Chicken Tikka","Home Delivery, No Alcohol Available"
SenSen,Malviya Nagar,+91 7289843898,300,2.9/5,"DDA Flats, Malviya Nagar, New Delhi",South Delhi,Delivery,"sensen, sensen malviya nagar menu, sensen new delhi, sensen new delhi menu, sensen menu",6,Claimed listing ,Not Available,"Delivery Only, Seating Not Available, No Alcohol Available"
Lazeez Affaire,Connaught Place,011 33107543,1600,3.9/5,"K 12, Hanuman Road, Outer Circle, Connaught Place, New Delhi",Central Delhi,Casual Dining,"lazeez affaire cp review, lazeez affaire cp, lazeez affaire, lazeez affaire cp menu, lazeez affaire connaught place",0,Claimed listing ,"Dal Makhani, Cocktails, Soya Chaap, Chicken Tikka Butter Masala, Pudina Parantha, Paneer Tikka, Paneer Makhani","Wheelchair Accessible, Full Bar Available, Buffet, Brunch, Disabled Friendly, Kid Friendly"
Banani's Kitchen,Sector 49,012 44642778,1000,4.0/5,"Unit 7, The Paradise, Ground Floor, Uppal Southend, Block C, Sector 49, Near Sector 50, Gurgaon",Gurgaon (Gurugram),Casual Dining,"banana kitchen in gurgaon, zomato gurgaon bananis kitchen, zamoto gurgaon. banani s kitchen, bananis kitchen, banani kitchen gurgaon",0,Claimed listing ,"Rice, Chicken Curry, Luchi, Fish, Daab Chingri, Aalo Bhaja, Gur Ice Cream","Home Delivery, No Alcohol Available, Table booking recommended"
Chicken Addiction,Rajouri Garden,+91 9999946934,500,3.1/5,"Shop 65, DDA Market, J Block, Rajouri Garden, New Delhi",West Delhi,Quick Bites,"chicken addiction reviews, chicken addiction contact rajouri garden, chicken addiction rajouri garden, 1, addiction of chicken",22,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Chakhna By BarShala,Janakpuri,+91 9999006030,600,-,"Shop 29, District Center, Janakpuri, New Delhi",West Delhi,Delivery,"bar chakhna, chakhna by barshala new delhi, chakhna by barshala janakpuri menu, chakhna by barshala menu, chakhna by barshala new delhi menu",0,Claimed listing ,Not Available,"Delivery Only, Seating Not Available"
Ram Chinese Food,Pitampura,+91 9211275434,400,2.8/5,"UU Block, Near Maharaja Agrasen Model School, Pitampura, New Delhi",North Delhi,Quick Bites,"ram chinese pitampura, ram chainese cd block pitampura, ram chinese, ram chinese van pitampura, 1",30,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Golden Valley,Sohna Road,+91 9467095767,600,-,"Near Bhondsi Police Station, Sohna Road, Gurgaon",Gurgaon (Gurugram),Quick Bites,"golden valley sohna road menu, golden valley gurgaon menu, golden valley menu, golden valley gurgaon, golden valley gurgoan",1,Claim this listing,Not Available,No Alcohol Available
L'Angoor,"MG Road, Gurgaon",0124 4061666,3000,3.6/5,"Lobby Level, Tower C, Global Business Park, MG Road, Gurgaon",Gurgaon (Gurugram),Fine Dining,"langoor gurgaon, angoor image, angoor photo, 1, langoor",0,Claimed listing ,"Salads, Pasta","Full Bar Available, Brunch, Table booking recommended"
Urban Soya Chap,Karol Bagh,+91 9899883297,250,3.2/5,"5A/190-191, Sant Nagar, Ganga Mandir Marg, Karol Bagh, New Delhi",West Delhi,Quick Bites,"soya chap.menu, urvan chaap sat nagar, www.chap.rsoya, chap fast food pictures, www.chap soya.com",39,Claim this listing,Not Available,"Home Delivery, Vegetarian Only, No Alcohol Available"
Soul & Spice Co.,Golf Course Road,011 33107904,1000,3.7/5,"1st Floor, Club House, The Palm Springs Society, Sector 54",Gurgaon (Gurugram),Delivery,"1, soul n spice, soul co south point mall, soul and spice gurgaon, soul and spice",0,Claimed listing ,"Keema Pav, Masala Tea, Butter Chicken, Kadhi Chawal, Aloo Poori, Dal Pakwan, Chaat","Breakfast, Delivery Only, Seating Not Available, Brunch, Desserts and Bakes, Group Meal, Kid Friendly, All Day Breakfast"
House of Candy,Nehru Place,Not Available,300,2.8/5,"Epicuria Mall, Lower Ground Floor, Nehru Place Metro Station, Nehru Place, New Delhi",South Delhi,"Kiosk, Confectionery","house of candy new delhi menu, house of candy menu, candy in nehru place, house of candy new delhi, house of candy nehru place menu",6,Claim this listing,Not Available,"Takeaway Only, Seating Not Available, No Alcohol Available, Desserts and Bakes"
Karim's,Nehru Place,011 33105612,850,2.6/5,"Shop 2, Lower Ground Floor, Epicuria Food Mall, Nehru Place Metro Station, Nehru Place, New Delhi",South Delhi,"Food Court, Quick Bites","1, karims delhi, karims, karims nehru place, karim nehru place",0,Claimed listing ,"Chicken Biryani, Nihari, Roti, Tandoori Chicken, Mutton Korma, Naan, Changezi Chicken","Home Delivery, No Alcohol Available"
Plaza Restaurant,Vasant Kunj,+91 9958620690,600,2.4/5,"7/9, Kishan Garh, Vasant Kunj, New Delhi",South Delhi,Quick Bites,"plaza restaurant vasant kunj, plaza vasant kunj, plaza restaurant, 1, plaza restaurant kishangarh",45,Claimed listing ,Paneer Tikka,"Home Delivery, No Alcohol Available"
Talli Station,Rajouri Garden,+91 9582111572,700,3.6/5,"Second Floor, J2/11, B.K. Dutt Market, Rajouri Garden, New Delhi",West Delhi,Casual Dining,"talli station rajouri gardeb, talli house rajouri garden new delhi, talli station rajouri garden nearst metro station, talli station rajouri garden per plate price, talli station rajouri garden",0,Claimed listing ,"Soya Malai Tikka, Pasta, Spring Roll, Paneer Tikka, Chicken Tikka, Mocktails, Tandoori Momos","Live Sports Screening, Private Dining Area Available, Valet Parking Available, Outdoor Seating, Smoking Area"
The Big Mistake,Delhi University-GTB Nagar,+91 9891513258,1000,3.9/5,"2528, 2nd Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",North Delhi,"Caf, Casual Dining","the big mistake gtb nagar, big mistake cafe, the big mistake cafe, the big mistake, what is the big mistake",0,Claim this listing,"Pizza, Mocktails, Tikka, Pasta, Momos, Honey Chilli Potatoes, Spring Roll","Full Bar Available, Serves Cocktails, Nightlife, Smoking Area, Table booking recommended"
Wat-a-Burger!,Malviya Nagar,011 33107576,350,3.8/5,"Shop 11, 10/27/127, Shivalik Road, Malviya Nagar, New Delhi",South Delhi,Quick Bites,"wat-a-burger shop no. 1 10 shivalik road malviya nagar new delhi delhi, zomato whataburger malviya nagar, wat a burger life, wat a burger, what a burgur delhi",0,Claimed listing ,"Burgers, Crispy Chicken, Maharaja Burger, Mexican Cottage, Oreo Shake, Beer, Veg Maharaja","Home Delivery, No Alcohol Available"
Swaraj Masala Dosa Corner,Indirapuram,+91 9911312520,250,2.8/5,"SE 4, Plot 12, Jaipuria Sunrise Plaza, Indirapuram, Ghaziabad",Ghaziabad,Quick Bites,"dosa in indirapuram, dosa indirapuram, dosa jaipuria sunrise green, 1, swaraj dosa corner",9,Claim this listing,Not Available,"Home Delivery, Vegetarian Only, No Alcohol Available, Free Parking, Outdoor Seating"
Dodo's Chocolates,Vasant Kunj,+91 8586971989,350,3.1/5,"Taman Rasuna Apartment,Jakarta",South Delhi,Bakery,"chocolates photo, roger chocolate in vasant kunj new delhi, dodo chocolates, unique home made chocolates delhi 110034 india, dodo chocolate co.",15,Claimed listing ,Not Available,"Takeaway Only, Seating Not Available, No Alcohol Available, Pre-Ordering Required, Desserts and Bakes, Home Baker"
Turquoise Turkish Ice-cream,"Sector 18, Noida",+91 9810868427,250,3.2/5,"1st Floor, DLF Mall of India, Sector 18, Noida",Noida,"Kiosk, Dessert Parlor","turquoise - turkish ice cream noida uttar pradesh, gip mall turkish ice cream, turquoise - turkish ice cream noida uttar pradesh 201301, turkish ice cream price in india, gip turkish ice cream price",0,Claim this listing,Turkish Coffee,"Takeaway Only, Seating Not Available"
Ki & Ka Food Point,DLF Phase 3,+91 9999384709,300,NEW,"V 20/7, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),"Takeaway, Delivery","ki & ka food point menu, ki & ka food point gurgaon menu, ki & ka food point dlf phase 3 menu, ki & ka food point gurgaon, ki & ka food point restaurant",0,Claim this listing,Not Available,"Home Delivery, Seating Not Available"
Shi Cafe,Hauz Khas,+91 9899561165,1000,3.1/5,"24/3, Hauz Khas Village, Hauz Khas, New Delhi",South Delhi,Caf,"shi cafe, shi cafe delhi, shi cafe new delhi delhi 110016, shi cafe hkv, shi cafe hauz khas",0,Claimed listing ,Not Available,"Breakfast, Home Delivery, No Alcohol Available"
Ice Cream Ahata,Rajouri Garden,+91 9911889930,150,3.0/5,"J-5/101 C, Nehru Market, Rajouri Garden, New Delhi",West Delhi,Dessert Parlor,"ahata, i want to send a ice cream in delhi to my frnd, eating ice cream picture delhi, ice craft rajouri garden, ice cream ahata menu",11,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available, Desserts and Bakes"
Eisha's Patisserie,"Sector 18, Noida",+91 9987503920,350,-,"Sector 18, Noida",Noida,Bakery,"eisha's patisserie noida, eisha's patisserie noida menu, eisha's patisserie sector 18, noida menu, eisha's patisserie restaurant, eisha's patisserie menu",0,Claim this listing,"Blueberry, Pineapple, Black Forest, Chocolate Truffle","Delivery Only, Seating Not Available, Pre-Ordering Required, Desserts and Bakes, Home Baker"
Southy,Vasant Kunj,+91 9818856005,450,3.1/5,"Shop 8 CSC, Sector B, Pocket-10, Vasant Kunj, New Delhi",South Delhi,Quick Bites,"southy vasant kunj menu, southy menu, southy vasant kunj number, southy vasant kunj, southy new delhi",0,Claimed listing ,Not Available,"Home Delivery, Vegetarian Only, No Alcohol Available"
Holistic Food Center,Sector 49,+91 7503999273,200,3.0/5,"Shop 2, PD Arcade, Sector 49, Sohna Road, Gurgaon",Gurgaon (Gurugram),Quick Bites,"negative centring sona road, holistic food sector 49 gurgoan, menu of holistic food centre, hostilic food center north campus, holistic sohna road",8,Claim this listing,"Mango Shake, Fruit Chaat, Egg Paratha, Butter Pasta","Home Delivery, Vegetarian Only, No Alcohol Available"
Baskin Robbins,Malviya Nagar,011 41401848,300,3.3/5,"Shop 5, 5/47, Shivalik Market, Malviya Nagar, New Delhi",South Delhi,Dessert Parlor,"baskin robbins shivalik, baskin robbins malviya nagar delhi, baskin robbins new delhi delhi 110017, baskin robbins malviya nagar, 1",0,Claimed listing ,Not Available,"Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
Rickstro,DLF Phase 4,+91 9871115274,550,-,"3303, Chanderlok, Chakkarpur, DLF Phase 4, Gurgaon",Gurgaon (Gurugram),Takeaway,"rickstro restaurant, rickstro gurgaon menu, rickstro menu, rickstro dlf phase 4 menu, rickstro gurgaon",1,Claim this listing,Not Available,"Takeaway Only, Seating Not Available, No Alcohol Available"
Maa Vaishno Shudh Bhojnalaya,"Sector 27, Noida",+91 9899279973,250,3.0/5,"27, Subzi Mandi Market, Sector 27, Noida",Noida,Dhaba,"maa vaishno dhabha, 1, vaishnav dhaba sec 27 noida, ma vaishno noida, maa vaishno shudh bhojnalaya",10,Claim this listing,Not Available,"Home Delivery, Vegetarian Only, No Alcohol Available"
"Vindhwashni Bakers , Confectioner & Florist",DLF Phase 3,+91 9313044401,400,-,"S-27/9, Shop 5, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),Bakery,"vindhwashni bakers , confectioner & florist dlf phase 3 menu, vindhwashni bakers , confectioner & florist gurgaon menu, vindhwashni bakers , confectioner & florist menu, home delivery florist near dlf phase 3 gurgaon, vindhwashni bakers , confectioner & florist gurgaon",1,Claimed listing ,"Walnut Pie, Vanilla Blueberry Cake, Brownie Mousse Cake, Chocolate Nutella Cake","Home Delivery, Seating Not Available, Desserts and Bakes"
Nirvana Restaurant,DLF Cyber City,+91 9971445464,600,3.7/5,"Building 5, Tower B, DLF Epitome, DLF Cyber City, Gurgaon",Gurgaon (Gurugram),"Food Court, Quick Bites","nirvana restaurant, nirvana restaurant cyber city zomato, nirvana restaurant cyber city, nirvana restaurant menu, 1",0,Claimed listing ,"Paneer Tikka Masala, Gulab Jamun, Butter Chicken, Dal Makhani, Rajma Rice, Rara Meat, Kathi Roll","Home Delivery, No Alcohol Available"
Yellowtail,Pitampura,+91 9999803450,600,3.1/5,"WZ-884, Near Punjab & Sind Bank, Rani Bagh, Pitampura, New Delhi",North Delhi,Casual Dining,"1, yellow tail rani bagh, yellow tail menu, yellowtail pitampura, yellowtail restaurant and party lounge delhi 110034",27,Claim this listing,Not Available,"Home Delivery, Serves Non Veg, No Alcohol Available"
Hinglish Bites,Pitampura,+91 9990344816,300,3.5/5,"24-A JU Block, Near Shiv Shakti Mandi, Pitampura, New Delhi",North Delhi,Quick Bites,"hinglish bites menu, hinglish bites pitampura menu, hinglish bites new delhi, hinglish bites restaurant, hinglish bites new delhi menu",0,Claim this listing,"Chicken Tikka Wrap, Paneer Smokey Sandwich, Chefs Grilled Chicken Burger, Chicken Keema Wrap","Delivery Only, Seating Not Available, No Alcohol Available"
Biryani Hut @ Kabab Corner,Malviya Nagar,011 29545507,600,3.1/5,"T-19, Khirki Extension, Malviya Nagar, New Delhi",South Delhi,Quick Bites,"1, kabab corner malviya nagar menu, kabab corner, kabab corner malviya nagar, biryani hut malviya nagar",88,Claim this listing,"Tandoori Chicken, Dal Makhani, Chicken Malai Tikka","Home Delivery, No Alcohol Available"
Laidback Cafe,Greater Kailash 2 (GK2),+91 8586976045,2700,3.7/5,"M Block Market, Greater Kailash 2 (GK2), New Delhi",South Delhi,Casual Dining,"ladyback cafe menu, laidback cafe greater kailash 2 (gk2) menu, laidback cafe menu, laidback cafe new delhi, laid back cafe gk2 kitchen pics",0,Claimed listing ,Not Available,Full Bar Available
Maxims Pastry Shop,Kailash Colony,011 29238246,300,4.0/5,"HS-3, Main Market, Kailash Colony, New Delhi",South Delhi,"Bakery, Quick Bites","maxim bakery, 1, maxims kailash colony, maxims bakery, maxims",0,Claim this listing,"Hot Dog, Salads, Designer Cakes, Chocolate Truffle, Pasta, Chicken Salad, Sandwiches","Takeaway Only, Seating Not Available, No Alcohol Available, Desserts and Bakes"
Meat Wale.com,Vijay Nagar,+91 9999478275,100,3.0/5,"G-17, Vijay Nagar, New Delhi Hudson Lane",North Delhi,Meat Shop,"meat wale vijay nagar, meat wale, meatwale, meatwala hudson lane, meat wala hudson lane",7,Claim this listing,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available"
Wat-a-Biryani,Safdarjung,+91 7065959000,500,3.8/5,"70/B, Humayun Pur, Safdarjung, New Delhi",South Delhi,Maybe Delivery,"wat-a-biryani safdarjung menu, wat-a-biryani restaurant, wat-a-biryani new delhi, wat-a-biryani new delhi menu, wat-a-biryani menu",0,Claimed listing ,Not Available,"Seating Not Available, No Alcohol Available"
Romeo,"Sector 50, Gurgaon",+91 9867739778,250,-,"586, 1st Floor, Orchid Island, Sector 51, near, Sector 50, Gurgaon",Gurgaon (Gurugram),"Takeaway, Delivery","romeo gurgaon, romeo menu, romeo restaurant, romeo gurgaon menu, romeo sector 50, gurgaon menu",0,Claimed listing ,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available"
Rajeev Restaurant,Janpath,011 23364940,200,3.0/5,"5, Behind Hotel Royal Plaza, Janpath, New Delhi",Central Delhi,Dhaba,"1, rajeev restaurant zomato, rajeev restaurant, rajiv restaurant, rajeev restaurant janpath",8,Claim this listing,"Dal Fry, Shahi Paneer, Kadhai Paneer, Matar Paneer","Breakfast, Home Delivery, Vegetarian Only, No Alcohol Available"
Angel's Feast,Connaught Place,+91 7042262176,150,-,"Regal Building, Connaught Circus, Connaught Place, New Delhi",Central Delhi,Quick Bites,"7042262176, angels feast new delhi delhi, 1, angel seen in delhi, angel feast cp newdelhi alka maurya",3,Claim this listing,Not Available,No Alcohol Available
Cafe Bachat,Malviya Nagar,+91 7838508179,250,3.2/5,"J1/28, Mehar Kunj, Khirki, Malviya Nagar, New Delhi",South Delhi,"Takeaway, Delivery","bachat cafe menu, indhan bachat photo, indhan bachat, indhan bachat image, thok sahu restorent",18,Claimed listing ,Not Available,"Breakfast, Home Delivery, Seating Not Available, No Alcohol Available"
Delhicacy,DLF Phase 4,+91 9953956543,350,3.7/5,"SF-14, 1st Floor, DLF Galleria, DLF Phase 4, Gurgaon",Gurgaon (Gurugram),Quick Bites,"delicacy gurgaon, delhicacy menu, delhicacy, 1, delicacy galleria gurgaon",0,Claimed listing ,"Palak Patta Chaat, Paratha, Pav Bhaji, Jalebi, Tea, Sev Puri, Fruit Ice Cream","Home Delivery, Vegetarian Only, No Alcohol Available"
Healthy Forkz,Indirapuram,+91 7982637194,500,3.4/5,"15 LGF, Amarpali Royal Market, Vaibhav Khand, Indirapuram, Ghaziabad",Ghaziabad,Quick Bites,"healthy forkz ghaziabad, healthy forkz menu, healthy forkz ghaziabad menu, healthy forkz indirapuram, healthy forkz indirapuram menu",52,Claim this listing,Chicken Pomodoro,"Home Delivery, No Alcohol Available"
Shaan e Punjab,Kailash Colony,+91 7065951313,600,3.6/5,"16, Ajit Arcade, Kailash Colony, New Delhi",South Delhi,"Takeaway, Delivery","shaan-e-punjab new delhi delhi 110048, shan e punjab menu, shaan e punjab kailash colony, 1, shan e punjab kailash colony",0,Claimed listing ,"Butter Chicken, Kali Mirch Tikka, Mirchi Paratha, Tandoori Momos, Rolls, Afghani Momos, Murgh Kalimirch","Home Delivery, Seating Not Available, Serves Non Veg, No Alcohol Available"
24/7 Restaurant - The Lalit New Delhi,Barakhamba Road,011 33107915,5100,3.7/5,"The Lalit, Barakhamba Avenue, Barakhamba Road, New Delhi",Central Delhi,Fine Dining,"the lalit new delhi, hotel lalit delhi, lalit hotel delhi, 1, lalit hotel delhi menu",0,Claimed listing ,"Lunch Buffet, Spaghetti, Cocktails, Fruit Salad, Coffee, Pizza, Breakfast Buffet","Breakfast, Wheelchair Accessible, Full Bar Available, Outdoor Seating, Buffet, 4/5 Star, Valet Parking Available, Luxury Dining, Brunch"
Friends Food Point,DLF Phase 3,+91 7042327916,300,3.7/5,"7/24-25, U Block, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),Quick Bites,"friends food point, 1, friends food point dlf phase 3, sansar food point .com flash, friends cafe dlf",0,Claim this listing,"Dal Makhani, Kadhai Paneer, Thali","Breakfast, Home Delivery, Serves Non Veg, No Alcohol Available, Outdoor Seating"
Jai Vaishno Rasoi,Rohini,011 27867053,700,3.9/5,"B-6, DDA Market, Sector 14, Rohini, New Delhi",North Delhi,Dhaba,"1, jai vaishno rasoi rohini, jai vaishno rasoi, jai vaishno rasoi prashant vihar, vaishno dhaba prashant vihar",0,Claim this listing,"Dal Makhani, Panneer Butter Masala, Rajma Chawal, Masala Paneer, Thali, Butter Naan, Shahi Paneer","Home Delivery, Vegetarian Only, No Alcohol Available, Outdoor Seating"
"CMT-Combos, Meals & Thalis",DLF Phase 5,+91 7982724838,500,-,"87E, Sector 53, DLF Phase 5, Gurgaon",Gurgaon (Gurugram),Delivery,"cmt-combos, meals & thalis gurgaon, cmt-combos, meals & thalis dlf phase 5 menu, cmt-combos, meals & thalis gurgaon menu, cmt-combos, meals & thalis menu, cmt-combos, meals & thalis restaurant",3,Claimed listing ,Not Available,"Delivery Only, Seating Not Available"
Indo Kulfi,Karol Bagh,011 47009499,200,3.5/5,"3407 Shop 1, DB Gupta Road, Karol Bagh, New Delhi",West Delhi,Kiosk,"indo kulfi parlour new delhi delhi, indo kulfi rohini, indo kulfi karol bagh, swiggi indo kulfi karolbagh, indo kulfi",0,Claimed listing ,"Paan Kulfi, Faluda","Takeaway Only, Seating Not Available, Serves Non Veg, No Alcohol Available, Desserts and Bakes"
Sagar Ratna,Malviya Nagar,011 40366881,750,3.0/5,"C-2, Main Market, Malviya Nagar, New Delhi",South Delhi,Casual Dining,"sagar restzurant zt malviya nagar, sagar ratna malviya nagar new delhi delhi, sagar ratna malviya nagar, malviya nagar delhi sagar ratna, सागर रत्ना मालवीय नगर मेनू",0,Claimed listing ,"Idli, Shahi Paneer, Cheese Dosa","Breakfast, Home Delivery, Vegetarian Only, No Alcohol Available, Serves Jain Food"
Aesthetic Tangerine,Sushant Lok,+91 9871488240,400,NEW,"G- 49, Ground floor, sec 57, sushant lok 2, Sushant Lok, Gurgaon, Delhi NCR",Gurgaon (Gurugram),"Takeaway, Delivery","aesthetic tangerine gurgaon, aesthetic tangerine restaurant, aesthetic tangerine gurgaon menu, aesthetic tangerine menu, aesthetic tangerine sushant lok menu",0,Claim this listing,Not Available,"Home Delivery, Vegetarian Only, Home Baker"
Mr. Brown,"Sector 38, Noida",+91 8130811554,500,3.7/5,"Botanical Garden Metro Station, Sector 38, Noida",Noida,"Bakery, Quick Bites","mr. brown bakery noida uttar pradesh, mr brown bakery noida, 1, mr brown, mr brown noida",0,Claimed listing ,"Burgers, Salads, Brownie Chocolate, Donut, Pasta, Sandwiches, Chocolate Truffle","Wheelchair Accessible, No Alcohol Available, Outdoor Seating, Desserts and Bakes"
Amritsari Zaika,Rohini,+91 9250501955,300,-,"A-26, Budh Vihar Phase 1, Sector 24, Rohini, New Delhi",North Delhi,Quick Bites,"restaurants near shivaji park metro, amritsari jayeka rohini sec 3 bus stand, sandeeps amritsari zaika rohini delhi, amritsari zaika delhi 110086 menu, amritsari zaika delhi 110086",1,Claim this listing,Not Available,"Home Delivery, Vegetarian Only, No Alcohol Available"
Maalkhana,Rohini,+91 8750910121,350,-,"152, Ground Floor, Pkt-12, Sector 24, Rohini, New Delhi",North Delhi,Quick Bites,"maalkhana new delhi menu, maalkhana restaurant, maalkhana new delhi, maalkhana menu, maalkhana rohini menu",0,Claim this listing,Not Available,Home Delivery
Waffle ROFL,Kailash Colony,+91 9176609958,250,3.1/5,"HS-10, Kailash Colony Market, Kailash Colony, New Delhi",South Delhi,Dessert Parlor,"waffle rofl, waffle rofl new delhi, waffle rofl new delhi menu, waffle rofl menu, waffle rofl kailash colony menu",5,Claim this listing,Not Available,"Takeaway Only, Desserts and Bakes"
Tic Tac Toe,South City 2,+91 9873454346,400,3.6/5,"EG-08, Ground floor, Unitech Arcadia 2, Rodeo Drive, South City 2, Gurgaon",Gurgaon (Gurugram),Quick Bites,"tic tac toe, tic tac toe gurugram haryana, tic tac toe indore, tic tac toe indore menu, tic tac toe restro gurgaon",0,Claimed listing ,"Waffles, Burgers, Oreo Shake, Sandwiches","Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available"
Biryani Queen,Udyog Vihar,+91 9871901629,900,2.7/5,"Shop 814, Udyog Vihar Phase 5, Udyog Vihar, Gurgaon",Gurgaon (Gurugram),"Takeaway, Delivery","biryani queen menu, biryani queen outlets iin gurgaon, biryani queen udyog vihar menu, biryani queen gurgaon, biryani queen gurgaon menu",7,Claimed listing ,Not Available,"Home Delivery, Seating Not Available, No Alcohol Available"
Gym Byte,"Sector 26, Noida",+91 9643839044,500,3.1/5,"Shop 115, Jaipuria Plaza, Sector 26, Noida",Noida,Quick Bites,"gym byte sector 26, noida menu, jym bite noida, gym byte noida, gym byte menu, gym byte sec 26 noida",0,Claim this listing,Not Available,Not Available
Chaat Dillivala,DLF Phase 4,+91 9599782934,300,3.0/5,"B 101, Super Mart 1, DLF Phase 4, Gurgaon",Gurgaon (Gurugram),"Takeaway, Delivery","chaat dillivala gurgaon menu, chaat dillivala menu, chaat dillivala gurgaon, chaat dillivala dlf phase 4 menu, chaat dillivala restaurant",5,Claim this listing,Not Available,"Home Delivery, Seating Not Available"
Shahi Chicken Corner,DLF Phase 3,+91 9910728531,200,-,"Near Rapid Metro, U Block, DLF Phase 3, Gurgaon",Gurgaon (Gurugram),Quick Bites,"shahi chicken corner u block dlf, shahi chicken corner u block dlf phase 3, best chicken corners in dlf phase 3 u block, order chicken u block dlf phase 3, chicken in u block",2,Claim this listing,Not Available,"Home Delivery, No Alcohol Available"
Healthy Foods,"Sector 18, Noida",+91 7703897195,500,3.3/5,"Shop G-7, Krishna Apra Plaza, Sector 18, Noida",Noida,Quick Bites,"healthy foods noida uttar pradesh 201301, healthy foods noida uttar pradesh, healthy foods menu, 1, healthy food noida",0,Claim this listing,"Noodles, Roti","Breakfast, Home Delivery, Serves Non Veg, No Alcohol Available, Outdoor Seating"
Morellos - (Mess)Merising Shakes,"Sector 50, Gurgaon",+91 9821774565,700,3.9/5,"A-118, Nirvana Courtyard Market, Nirvana Country, Sector 50, Gurgaon",Gurgaon (Gurugram),Caf,"morello gurgaon, 1, morellos, morellos - (mess)merising shakes menu, morellos gurgaon",0,Claim this listing,"Butter Beer, Waffles, Pasta, Peri Peri Fries, Nachos, Sandwiches, Ferrero Rocher Shake","Home Delivery, Wheelchair Accessible, No Alcohol Available, Outdoor Seating, Free Wifi, Wifi"
Mahalaxmi Sweets,Pitampura,011 27013901,200,-,"G-1, Vardhaman Market, West Enclave, Pitampura, New Delhi",North Delhi,"Quick Bites, Sweet Shop","mahalaxmi sweets west enclave, mahalaxmi sweets new delhi, mahalaxmi sweets menu west enclave, mahalaxmi sweets menu, mahalaxmi sweets pitampura menu",0,Claim this listing,Not Available,"Breakfast, Home Delivery, Seating Not Available, Vegetarian Only, No Alcohol Available, Desserts and Bakes"
